date,cantidad_entregas,is_holiday,holiday_name,weekday,tipo_feriado
2021-09-26,552,false,,7,-1
2021-09-27,4160,false,,1,0
2021-09-28,4798,false,,2,0
2021-09-29,4669,false,,3,0
2021-09-30,4943,false,,4,0
2021-10-01,4457,false,,5,0
2021-10-02,1710,false,,6,-1
2021-10-03,643,false,,7,-1
2021-10-04,5054,false,,1,0
2021-10-05,5105,false,,2,0
2021-10-06,4988,false,,3,0
2021-10-07,4469,false,,4,0
2021-10-08,2363,true,Tourist Bridge Holiday,5,1
2021-10-09,1908,false,,6,-1
2021-10-10,681,false,,7,-1
2021-10-11,1769,true,Day of Respect for Cultural Diversity,1,2
2021-10-12,5339,false,,2,0
2021-10-13,5364,false,,3,0
2021-10-14,5566,false,,4,0
2021-10-15,5026,false,,5,0
2021-10-16,1957,false,,6,-1
2021-10-17,729,true,Mothers' Day,7,2
2021-10-18,5964,false,,1,0
2021-10-19,5003,false,,2,0
2021-10-20,5489,false,,3,0
2021-10-21,4871,false,,4,0
2021-10-22,5012,false,,5,0
2021-10-23,1824,false,,6,-1
2021-10-24,644,false,,7,-1
2021-10-25,4988,false,,1,0
2021-10-26,5537,false,,2,0
2021-10-27,4488,false,,3,0
2021-10-28,4836,false,,4,0
2021-10-29,4334,false,,5,0
2021-10-30,1322,false,,6,-1
2021-10-31,540,false,,7,-1
2021-11-01,6125,false,,1,0
2021-11-02,5481,false,,2,0
2021-11-03,6986,false,,3,0
2021-11-04,5866,false,,4,0
2021-11-05,5225,false,,5,0
2021-11-06,2164,false,,6,-1
2021-11-07,714,false,,7,-1
2021-11-08,6165,false,,1,0
2021-11-09,5354,false,,2,0
2021-11-10,5012,false,,3,0
2021-11-11,4750,false,,4,0
2021-11-12,5579,false,,5,0
2021-11-13,2495,false,,6,-1
2021-11-14,689,false,,7,-1
2021-11-15,5058,false,,1,0
2021-11-16,6163,false,,2,0
2021-11-17,5917,false,,3,0
2021-11-18,5105,false,,4,0
2021-11-19,5191,false,,5,0
2021-11-20,1633,true,National Sovereignty Day,6,1
2021-11-21,477,false,,7,-1
2021-11-22,1875,true,Tourist Bridge Holiday,1,1
2021-11-23,5193,false,,2,0
2021-11-24,5113,false,,3,0
2021-11-25,4806,false,,4,0
2021-11-26,4489,false,,5,0
2021-11-27,2027,false,,6,-1
2021-11-28,673,false,,7,-1
2021-11-29,4821,false,,1,0
2021-11-30,5253,false,,2,0
2021-12-01,5171,false,,3,0
2021-12-02,4978,false,,4,0
2021-12-03,4745,false,,5,0
2021-12-04,2050,false,,6,-1
2021-12-05,689,false,,7,-1
2021-12-06,6408,false,,1,0
2021-12-07,6560,false,,2,0
2021-12-08,2429,true,Immaculate Conception,3,2
2021-12-09,5719,false,,4,0
2021-12-10,5243,false,,5,0
2021-12-11,2349,false,,6,-1
2021-12-12,840,false,,7,-1
2021-12-13,5312,false,,1,0
2021-12-14,5141,false,,2,0
2021-12-15,5074,false,,3,0
2021-12-16,4975,false,,4,0
2021-12-17,5090,false,,5,0
2021-12-18,2170,false,,6,-1
2021-12-19,576,false,,7,-1
2021-12-20,4623,false,,1,0
2021-12-21,4986,false,,2,0
2021-12-22,4915,false,,3,0
2021-12-23,3932,false,,4,0
2021-12-24,1985,false,,5,0
2021-12-25,424,true,Christmas Day,6,1
2021-12-26,689,false,,7,-1
2021-12-27,4636,false,,1,0
2021-12-28,4491,false,,2,0
2021-12-29,4239,false,,3,0
2021-12-30,3946,false,,4,0
2021-12-31,1888,true,New Year's Eve,5,1
2022-01-01,534,true,New Year's Day,6,1
2022-01-02,849,false,,7,-1
2022-01-03,5010,false,,1,0
2022-01-04,4882,false,,2,0
2022-01-05,4863,false,,3,0
2022-01-06,4644,false,,4,0
2022-01-07,4654,false,,5,0
2022-01-08,1932,false,,6,-1
2022-01-09,626,false,,7,-1
2022-01-10,5040,false,,1,0
2022-01-11,4498,false,,2,0
2022-01-12,4443,false,,3,0
2022-01-13,4324,true,Public Sector Half Day,4,2
2022-01-14,3826,true,Public Sector Half Day,5,2
2022-01-15,1771,false,,6,-1
2022-01-16,616,false,,7,-1
2022-01-17,4734,false,,1,0
2022-01-18,5062,false,,2,0
2022-01-19,5133,false,,3,0
2022-01-20,5093,false,,4,0
2022-01-21,4622,false,,5,0
2022-01-22,1984,false,,6,-1
2022-01-23,553,false,,7,-1
2022-01-24,4882,false,,1,0
2022-01-25,4625,false,,2,0
2022-01-26,5302,false,,3,0
2022-01-27,4748,false,,4,0
2022-01-28,4764,false,,5,0
2022-01-29,2018,false,,6,-1
2022-01-30,470,false,,7,-1
2022-01-31,5085,false,,1,0
2022-02-01,5099,false,,2,0
2022-02-02,4924,false,,3,0
2022-02-03,5075,false,,4,0
2022-02-04,5655,false,,5,0
2022-02-05,2552,false,,6,-1
2022-02-06,737,false,,7,-1
2022-02-07,5204,false,,1,0
2022-02-08,5409,false,,2,0
2022-02-09,5503,false,,3,0
2022-02-10,4915,false,,4,0
2022-02-11,5563,false,,5,0
2022-02-12,2536,false,,6,-1
2022-02-13,612,false,,7,-1
2022-02-14,4883,false,,1,0
2022-02-15,5476,false,,2,0
2022-02-16,5280,false,,3,0
2022-02-17,5101,false,,4,0
2022-02-18,5212,false,,5,0
2022-02-19,2306,false,,6,-1
2022-02-20,741,false,,7,-1
2022-02-21,5344,false,,1,0
2022-02-22,5525,false,,2,0
2022-02-23,5283,false,,3,0
2022-02-24,5211,false,,4,0
2022-02-25,5005,false,,5,0
2022-02-26,2139,false,,6,-1
2022-02-27,880,false,,7,-1
2022-02-28,1973,true,Carnival / Shrove Monday,1,2
2022-03-01,1680,true,Carnival / Shrove Tuesday / Pancake Day,2,2
2022-03-02,6041,false,,3,0
2022-03-03,5564,false,,4,0
2022-03-04,6050,false,,5,0
2022-03-05,3044,false,,6,-1
2022-03-06,998,false,,7,-1
2022-03-07,5887,false,,1,0
2022-03-08,6320,false,,2,0
2022-03-09,5184,false,,3,0
2022-03-10,5974,false,,4,0
2022-03-11,6346,false,,5,0
2022-03-12,3106,false,,6,-1
2022-03-13,931,false,,7,-1
2022-03-14,5984,false,,1,0
2022-03-15,5611,false,,2,0
2022-03-16,5698,false,,3,0
2022-03-17,5670,false,,4,0
2022-03-18,5113,false,,5,0
2022-03-19,2446,false,,6,-1
2022-03-20,715,false,,7,-1
2022-03-21,5679,false,,1,0
2022-03-22,5697,false,,2,0
2022-03-23,5164,false,,3,0
2022-03-24,2517,true,Memorial Day,4,1
2022-03-25,5872,false,,5,0
2022-03-26,2932,false,,6,-1
2022-03-27,826,false,,7,-1
2022-03-28,5548,false,,1,0
2022-03-29,5642,false,,2,0
2022-03-30,5371,false,,3,0
2022-03-31,5462,false,,4,0
2022-04-01,5385,false,,5,0
2022-04-02,2261,true,Day of the Veterans,6,1
2022-04-03,913,false,,7,-1
2022-04-04,6355,false,,1,0
2022-04-05,6604,false,,2,0
2022-04-06,6637,false,,3,0
2022-04-07,5984,false,,4,0
2022-04-08,5803,false,,5,0
2022-04-09,2449,false,,6,-1
2022-04-10,962,false,,7,-1
2022-04-11,5845,false,,1,0
2022-04-12,5484,false,,2,0
2022-04-13,5060,false,,3,0
2022-04-14,4288,true,Maundy Thursday,4,2
2022-04-15,1585,true,Good Friday,5,2
2022-04-15,1585,true,Passover Eve,5,2
2022-04-16,2109,true,First day of Passover,6,2
2022-04-17,705,true,Easter Sunday,7,2
2022-04-17,705,true,Second Day of Passover,7,2
2022-04-18,5630,false,,1,0
2022-04-19,5958,false,,2,0
2022-04-20,5701,false,,3,0
2022-04-21,5609,true,Sixth Day of Passover,4,2
2022-04-22,5644,true,Seventh Day of Passover,5,2
2022-04-23,2417,true,Last day of Passover,6,2
2022-04-24,760,true,Action Day for Tolerance and Respect between People,7,2
2022-04-25,5623,false,,1,0
2022-04-26,5718,false,,2,0
2022-04-27,5252,false,,3,0
2022-04-28,5127,false,,4,0
2022-04-29,5005,false,,5,0
2022-04-30,2163,false,,6,-1
2022-05-01,597,true,Labor Day / May Day,7,2
2022-05-02,5617,true,End of Ramadan,1,2
2022-05-03,6003,false,,2,0
2022-05-04,5787,false,,3,0
2022-05-05,6028,false,,4,0
2022-05-06,5455,false,,5,0
2022-05-07,2315,false,,6,-1
2022-05-08,623,false,,7,-1
2022-05-09,6083,false,,1,0
2022-05-10,6129,false,,2,0
2022-05-11,6129,false,,3,0
2022-05-12,5967,false,,4,0
2022-05-13,5486,false,,5,0
2022-05-14,2261,false,,6,-1
2022-05-15,884,false,,7,-1
2022-05-16,5717,false,,1,0
2022-05-17,5643,false,,2,0
2022-05-18,2136,true,Census Day,3,2
2022-05-19,5716,false,,4,0
2022-05-20,5629,false,,5,0
2022-05-21,2673,false,,6,-1
2022-05-22,922,false,,7,-1
2022-05-23,5797,false,,1,0
2022-05-24,5946,false,,2,0
2022-05-25,1795,true,National Day/May 1810 Revolution,3,2
2022-05-26,6077,false,,4,0
2022-05-27,5388,false,,5,0
2022-05-28,3106,false,,6,-1
2022-05-29,981,false,,7,-1
2022-05-30,9087,false,,1,0
2022-05-31,8360,false,,2,0
2022-06-01,8232,false,,3,0
2022-06-02,5931,false,,4,0
2022-06-03,6212,false,,5,0
2022-06-04,3065,false,,6,-1
2022-06-05,1143,false,,7,-1
2022-06-06,6155,false,,1,0
2022-06-07,6110,false,,2,0
2022-06-08,6664,false,,3,0
2022-06-09,6384,false,,4,0
2022-06-10,5651,false,,5,0
2022-06-11,2489,false,,6,-1
2022-06-12,901,false,,7,-1
2022-06-13,6033,false,,1,0
2022-06-14,6010,false,,2,0
2022-06-15,5671,false,,3,0
2022-06-16,5048,false,,4,0
2022-06-17,2322,true,Commemoration of General Don Martín Miguel de Güemes,5,1
2022-06-18,2247,false,,6,-1
2022-06-19,734,false,,7,-1
2022-06-20,2022,true,Flag Day,1,1
2022-06-21,5958,false,,2,0
2022-06-22,5626,false,,3,0
2022-06-23,5445,false,,4,0
2022-06-24,4828,false,,5,0
2022-06-25,2343,false,,6,-1
2022-06-26,527,false,,7,-1
2022-06-27,5237,false,,1,0
2022-06-28,5246,false,,2,0
2022-06-29,5236,false,,3,0
2022-06-30,4787,false,,4,0
2022-07-01,5292,false,,5,0
2022-07-02,2205,false,,6,-1
2022-07-03,970,false,,7,-1
2022-07-04,5807,false,,1,0
2022-07-05,5861,false,,2,0
2022-07-06,5925,false,,3,0
2022-07-07,6001,false,,4,0
2022-07-08,5292,false,,5,0
2022-07-09,1967,true,Independence day,6,1
2022-07-09,1967,true,Eid al-Adha,6,2
2022-07-10,1191,false,,7,-1
2022-07-11,6141,false,,1,0
2022-07-12,6093,false,,2,0
2022-07-13,6408,false,,3,0
2022-07-14,5465,false,,4,0
2022-07-15,6216,false,,5,0
2022-07-16,3231,false,,6,-1
2022-07-17,1343,false,,7,-1
2022-07-18,6444,false,,1,0
2022-07-19,5886,false,,2,0
2022-07-20,5482,false,,3,0
2022-07-21,5553,false,,4,0
2022-07-22,5619,false,,5,0
2022-07-23,2528,false,,6,-1
2022-07-24,1141,false,,7,-1
2022-07-25,6339,false,,1,0
2022-07-26,6347,false,,2,0
2022-07-27,6355,false,,3,0
2022-07-28,6220,false,,4,0
2022-07-29,6252,false,,5,0
2022-07-30,3086,true,Muharram/New Year,6,2
2022-07-31,1625,false,,7,-1
2022-08-01,6606,false,,1,0
2022-08-02,6866,false,,2,0
2022-08-03,6803,false,,3,0
2022-08-04,7140,false,,4,0
2022-08-05,6498,false,,5,0
2022-08-06,3396,false,,6,-1
2022-08-07,1243,false,,7,-1
2022-08-08,7089,false,,1,0
2022-08-09,7146,false,,2,0
2022-08-10,6899,false,,3,0
2022-08-11,6332,false,,4,0
2022-08-12,5817,false,,5,0
2022-08-13,2338,false,,6,-1
2022-08-14,703,false,,7,-1
2022-08-15,2073,true,San Martín Day,1,2
2022-08-16,5825,false,,2,0
2022-08-17,5510,false,,3,0
2022-08-18,5561,false,,4,0
2022-08-19,4714,false,,5,0
2022-08-20,2366,false,,6,-1
2022-08-21,488,false,,7,-1
2022-08-22,5221,false,,1,0
2022-08-23,5226,false,,2,0
2022-08-24,4985,false,,3,0
2022-08-25,5038,false,,4,0
2022-08-26,4931,false,,5,0
2022-08-27,2359,false,,6,-1
2022-08-28,771,false,,7,-1
2022-08-29,5375,false,,1,0
2022-08-30,5546,false,,2,0
2022-08-31,4636,false,,3,0
2022-09-01,5931,false,,4,0
2022-09-02,3845,true,Public Holiday,5,2
2022-09-03,2240,false,,6,-1
2022-09-04,715,false,,7,-1
2022-09-05,6289,false,,1,0
2022-09-06,6070,false,,2,0
2022-09-07,6441,false,,3,0
2022-09-08,5967,false,,4,0
2022-09-09,5606,false,,5,0
2022-09-10,2516,false,,6,-1
2022-09-11,847,false,,7,-1
2022-09-12,5907,false,,1,0
2022-09-13,5972,false,,2,0
2022-09-14,5961,false,,3,0
2022-09-15,5903,false,,4,0
2022-09-16,5686,false,,5,0
2022-09-17,2585,false,,6,-1
2022-09-18,853,false,,7,-1
2022-09-19,6213,false,,1,0
2022-09-20,6157,false,,2,0
2022-09-21,6135,false,,3,0
2022-09-22,5988,false,,4,0
2022-09-23,5599,false,,5,0
2022-09-24,2489,false,,6,-1
2022-09-25,1062,true,Rosh Hashana Eve,7,2
2022-09-26,5922,true,Rosh Hashana,1,2
2022-09-27,6759,true,Second Day of Rosh Hashana,2,2
2022-09-28,5905,false,,3,0
2022-09-29,6110,false,,4,0
2022-09-30,6002,false,,5,0
2022-10-01,2293,false,,6,-1
2022-10-02,817,false,,7,-1
2022-10-03,5593,false,,1,0
2022-10-04,6324,true,Yom Kippur Eve,2,2
2022-10-05,7313,true,Yom Kippur,3,2
2022-10-06,6484,false,,4,0
2022-10-07,2590,true,Tourist Bridge Holiday,5,1
2022-10-08,2513,false,,6,-1
2022-10-09,536,false,,7,-1
2022-10-10,1931,true,Day of Respect for Cultural Diversity,1,2
2022-10-11,5921,false,,2,0
2022-10-12,5707,false,,3,0
2022-10-13,5323,false,,4,0
2022-10-14,4651,false,,5,0
2022-10-15,2035,false,,6,-1
2022-10-16,475,true,Mothers' Day,7,2
2022-10-17,5107,false,,1,0
2022-10-18,5336,false,,2,0
2022-10-19,5113,false,,3,0
2022-10-20,5082,false,,4,0
2022-10-21,4549,false,,5,0
2022-10-22,2107,false,,6,-1
2022-10-23,509,false,,7,-1
2022-10-24,5477,false,,1,0
2022-10-25,5250,false,,2,0
2022-10-26,5341,false,,3,0
2022-10-27,4933,false,,4,0
2022-10-28,4975,false,,5,0
2022-10-29,2110,false,,6,-1
2022-10-30,594,false,,7,-1
2022-10-31,6534,false,,1,0
2022-11-01,5979,false,,2,0
2022-11-02,6593,false,,3,0
2022-11-03,5774,false,,4,0
2022-11-04,5297,false,,5,0
2022-11-05,2400,false,,6,-1
2022-11-06,859,false,,7,-1
2022-11-07,5740,false,,1,0
2022-11-08,5929,false,,2,0
2022-11-09,6287,false,,3,0
2022-11-10,5920,false,,4,0
2022-11-11,5470,false,,5,0
2022-11-12,2821,false,,6,-1
2022-11-13,860,false,,7,-1
2022-11-14,6282,false,,1,0
2022-11-15,6577,false,,2,0
2022-11-16,5667,false,,3,0
2022-11-17,5582,false,,4,0
2022-11-18,5003,false,,5,0
2022-11-19,2359,false,,6,-1
2022-11-20,707,true,National Sovereignty Day,7,1
2022-11-21,2699,true,Tourist Bridge Holiday,1,1
2022-11-22,5575,false,,2,0
2022-11-23,5462,false,,3,0
2022-11-24,5649,false,,4,0
2022-11-25,6277,false,,5,0
2022-11-26,2736,false,,6,-1
2022-11-27,1417,false,,7,-1
2022-11-28,5998,false,,1,0
2022-11-29,6202,false,,2,0
2022-11-30,5844,false,,3,0
2022-12-01,5606,false,,4,0
2022-12-02,5927,false,,5,0
2022-12-03,2665,false,,6,-1
2022-12-04,889,false,,7,-1
2022-12-05,6130,false,,1,0
2022-12-06,6180,false,,2,0
2022-12-07,5299,false,,3,0
2022-12-08,2586,true,Immaculate Conception,4,2
2022-12-09,1742,true,Tourist Bridge Holiday,5,1
2022-12-10,2787,false,,6,-1
2022-12-11,1034,false,,7,-1
2022-12-12,6419,false,,1,0
2022-12-13,5445,false,,2,0
2022-12-14,5899,false,,3,0
2022-12-15,6162,false,,4,0
2022-12-16,6226,false,,5,0
2022-12-17,3142,false,,6,-1
2022-12-18,594,false,,7,-1
2022-12-19,5683,false,,1,0
2022-12-20,4748,true,World Cup Win Public Holiday,2,2
2022-12-21,5788,false,,3,0
2022-12-22,5571,false,,4,0
2022-12-23,5082,false,,5,0
2022-12-24,1882,false,,6,-1
2022-12-25,708,true,Christmas Day,7,1
2022-12-26,5263,false,,1,0
2022-12-27,4742,false,,2,0
2022-12-28,4779,false,,3,0
2022-12-29,4683,false,,4,0
2022-12-30,4270,false,,5,0
2022-12-31,1573,true,New Year's Eve,6,1
2023-01-01,552,true,New Year's Day,7,1
2023-01-02,4487,false,,1,0
2023-01-03,4631,false,,2,0
2023-01-04,4882,false,,3,0
2023-01-05,4943,false,,4,0
2023-01-06,4576,false,,5,0
2023-01-07,2316,false,,6,-1
2023-01-08,937,false,,7,-1
2023-01-09,4795,false,,1,0
2023-01-10,5108,false,,2,0
2023-01-11,4525,false,,3,0
2023-01-12,4193,false,,4,0
2023-01-13,4437,false,,5,0
2023-01-14,2469,false,,6,-1
2023-01-15,747,false,,7,-1
2023-01-16,4559,false,,1,0
2023-01-17,3844,false,,2,0
2023-01-18,9590,false,,3,0
2023-01-19,4133,false,,4,0
2023-01-20,3635,false,,5,0
2023-01-21,1958,false,,6,-1
2023-01-22,551,false,,7,-1
2023-01-23,4249,false,,1,0
2023-01-24,4734,false,,2,0
2023-01-25,4736,false,,3,0
2023-01-26,4558,false,,4,0
2023-01-27,3982,false,,5,0
2023-01-28,1915,false,,6,-1
2023-01-29,514,false,,7,-1
2023-01-30,4689,false,,1,0
2023-01-31,4916,false,,2,0
2023-02-01,5616,false,,3,0
2023-02-02,5470,false,,4,0
2023-02-03,5126,false,,5,0
2023-02-04,2473,false,,6,-1
2023-02-05,778,false,,7,-1
2023-02-06,5058,false,,1,0
2023-02-07,5698,false,,2,0
2023-02-08,5380,false,,3,0
2023-02-09,5029,false,,4,0
2023-02-10,4687,false,,5,0
2023-02-11,2191,false,,6,-1
2023-02-12,869,false,,7,-1
2023-02-13,4923,false,,1,0
2023-02-14,5527,false,,2,0
2023-02-15,5672,false,,3,0
2023-02-16,4237,false,,4,0
2023-02-17,4233,false,,5,0
2023-02-18,2046,false,,6,-1
2023-02-19,679,false,,7,-1
2023-02-20,1492,true,Carnival / Shrove Monday,1,2
2023-02-21,1932,true,Carnival / Shrove Tuesday / Pancake Day,2,2
2023-02-22,4613,false,,3,0
2023-02-23,4784,false,,4,0
2023-02-24,4879,false,,5,0
2023-02-25,2277,false,,6,-1
2023-02-26,802,false,,7,-1
2023-02-27,4849,false,,1,0
2023-02-28,5254,false,,2,0
2023-03-01,4795,false,,3,0
2023-03-02,5337,false,,4,0
2023-03-03,4979,false,,5,0
2023-03-04,2597,false,,6,-1
2023-03-05,1090,false,,7,-1
2023-03-06,5641,false,,1,0
2023-03-07,5792,false,,2,0
2023-03-08,5165,false,,3,0
2023-03-09,5146,false,,4,0
2023-03-10,5140,false,,5,0
2023-03-11,2618,false,,6,-1
2023-03-12,1177,false,,7,-1
2023-03-13,5481,false,,1,0
2023-03-14,5653,false,,2,0
2023-03-15,5158,false,,3,0
2023-03-16,4914,false,,4,0
2023-03-17,4828,false,,5,0
2023-03-18,2067,false,,6,-1
2023-03-19,796,false,,7,-1
2023-03-20,4455,false,,1,0
2023-03-21,4735,false,,2,0
2023-03-22,4489,false,,3,0
2023-03-23,3943,true,Ramadan Start,4,2
2023-03-24,1794,true,Memorial Day,5,1
2023-03-25,1807,false,,6,-1
2023-03-26,715,false,,7,-1
2023-03-27,4417,false,,1,0
2023-03-28,4582,false,,2,0
2023-03-29,4329,false,,3,0
2023-03-30,4318,false,,4,0
2023-03-31,4826,false,,5,0
2023-04-01,1605,false,,6,-1
2023-04-02,791,true,Day of the Veterans,7,1
2023-04-03,4086,false,,1,0
2023-04-04,3782,false,,2,0
2023-04-05,3849,true,Passover Eve,3,2
2023-04-06,3345,true,Maundy Thursday,4,2
2023-04-06,3345,true,First day of Passover,4,2
2023-04-07,1340,true,Good Friday,5,2
2023-04-07,1340,true,Second Day of Passover,5,2
2023-04-08,1465,false,,6,-1
2023-04-09,586,true,Easter Sunday,7,2
2023-04-10,3916,false,,1,0
2023-04-11,4335,true,Sixth Day of Passover,2,2
2023-04-12,4303,true,Seventh Day of Passover,3,2
2023-04-13,4191,true,Last day of Passover,4,2
2023-04-14,3996,false,,5,0
2023-04-15,1913,false,,6,-1
2023-04-16,604,false,,7,-1
2023-04-17,4405,false,,1,0
2023-04-18,4296,false,,2,0
2023-04-19,4512,false,,3,0
2023-04-20,4331,false,,4,0
2023-04-21,3939,true,End of Ramadan,5,2
2023-04-22,1420,false,,6,-1
2023-04-23,623,false,,7,-1
2023-04-24,3914,true,Action Day for Tolerance and Respect between People,1,2
2023-04-25,4713,false,,2,0
2023-04-26,4671,false,,3,0
2023-04-27,4592,false,,4,0
2023-04-28,3666,false,,5,0
2023-04-29,1624,false,,6,-1
2023-04-30,837,false,,7,-1
2023-05-01,639,true,Labor Day / May Day,1,2
2023-05-02,4323,false,,2,0
2023-05-03,4451,false,,3,0
2023-05-04,3995,false,,4,0
2023-05-05,4003,false,,5,0
2023-05-06,2147,false,,6,-1
2023-05-07,640,false,,7,-1
2023-05-08,5141,false,,1,0
2023-05-09,5010,false,,2,0
2023-05-10,4759,false,,3,0
2023-05-11,4365,false,,4,0
2023-05-12,4013,false,,5,0
2023-05-13,1702,false,,6,-1
2023-05-14,768,false,,7,-1
2023-05-15,4202,false,,1,0
2023-05-16,4026,false,,2,0
2023-05-17,4586,false,,3,0
2023-05-18,4356,false,,4,0
2023-05-19,4004,false,,5,0
2023-05-20,1920,false,,6,-1
2023-05-21,808,false,,7,-1
2023-05-22,4658,false,,1,0
2023-05-23,4182,false,,2,0
2023-05-24,3930,false,,3,0
2023-05-25,1499,true,National Day/May 1810 Revolution,4,2
2023-05-26,1371,true,Tourist Bridge Holiday,5,1
2023-05-27,1601,false,,6,-1
2023-05-28,704,false,,7,-1
2023-05-29,4321,false,,1,0
2023-05-30,4336,false,,2,0
2023-05-31,4412,false,,3,0
2023-06-01,3988,false,,4,0
2023-06-02,4415,false,,5,0
2023-06-03,1728,false,,6,-1
2023-06-04,897,false,,7,-1
2023-06-05,4272,false,,1,0
2023-06-06,4471,false,,2,0
2023-06-07,4518,false,,3,0
2023-06-08,4177,false,,4,0
2023-06-09,4111,false,,5,0
2023-06-10,1892,false,,6,-1
2023-06-11,823,false,,7,-1
2023-06-12,4528,false,,1,0
2023-06-13,4174,false,,2,0
2023-06-14,4196,false,,3,0
2023-06-15,4104,false,,4,0
2023-06-16,3880,false,,5,0
2023-06-17,1487,true,Commemoration of General Don Martín Miguel de Güemes,6,1
2023-06-18,709,false,,7,-1
2023-06-19,1496,true,Tourist Bridge Holiday,1,1
2023-06-20,1705,true,Flag Day,2,1
2023-06-21,4367,false,,3,0
2023-06-22,4259,false,,4,0
2023-06-23,4091,false,,5,0
2023-06-24,1956,false,,6,-1
2023-06-25,791,false,,7,-1
2023-06-26,4487,false,,1,0
2023-06-27,4434,false,,2,0
2023-06-28,3921,true,Eid al-Adha,3,2
2023-06-29,3933,false,,4,0
2023-06-30,4115,false,,5,0
2023-07-01,1377,false,,6,-1
2023-07-02,661,false,,7,-1
2023-07-03,4103,false,,1,0
2023-07-04,4270,false,,2,0
2023-07-05,4387,false,,3,0
2023-07-06,4253,false,,4,0
2023-07-07,3778,false,,5,0
2023-07-08,1704,false,,6,-1
2023-07-09,793,true,Independence day,7,1
2023-07-10,3853,false,,1,0
2023-07-11,4675,false,,2,0
2023-07-12,4159,false,,3,0
2023-07-13,3972,false,,4,0
2023-07-14,3556,false,,5,0
2023-07-15,1353,false,,6,-1
2023-07-16,709,false,,7,-1
2023-07-17,4756,false,,1,0
2023-07-18,4014,false,,2,0
2023-07-19,3817,true,Muharram/New Year,3,2
2023-07-20,3712,false,,4,0
2023-07-21,3203,false,,5,0
2023-07-22,1473,false,,6,-1
2023-07-23,855,false,,7,-1
2023-07-24,4384,false,,1,0
2023-07-25,4314,false,,2,0
2023-07-26,4434,false,,3,0
2023-07-27,4140,false,,4,0
2023-07-28,3371,false,,5,0
2023-07-29,1394,false,,6,-1
2023-07-30,699,false,,7,-1
2023-07-31,3905,false,,1,0
2023-08-01,3886,false,,2,0
2023-08-02,4113,false,,3,0
2023-08-03,4129,false,,4,0
2023-08-04,3644,false,,5,0
2023-08-05,1552,false,,6,-1
2023-08-06,785,false,,7,-1
2023-08-07,3925,false,,1,0
2023-08-08,4442,false,,2,0
2023-08-09,4101,false,,3,0
2023-08-10,4003,false,,4,0
2023-08-11,4108,false,,5,0
2023-08-12,1374,false,,6,-1
2023-08-13,747,false,,7,-1
2023-08-14,4349,false,,1,0
2023-08-15,4754,false,,2,0
2023-08-16,4779,false,,3,0
2023-08-17,3976,false,,4,0
2023-08-18,3671,false,,5,0
2023-08-19,1535,false,,6,-1
2023-08-20,768,false,,7,-1
2023-08-21,1463,true,San Martín Day,1,2
2023-08-22,4040,false,,2,0
2023-08-23,3990,false,,3,0
2023-08-24,3986,false,,4,0
2023-08-25,3637,false,,5,0
2023-08-26,1541,false,,6,-1
2023-08-27,771,false,,7,-1
2023-08-28,3496,false,,1,0
2023-08-29,3632,false,,2,0
2023-08-30,3677,false,,3,0
2023-08-31,3399,false,,4,0
2023-09-01,3203,false,,5,0
2023-09-02,1306,false,,6,-1
2023-09-03,750,false,,7,-1
2023-09-04,3525,false,,1,0
2023-09-05,3452,false,,2,0
2023-09-06,3851,false,,3,0
2023-09-07,3590,false,,4,0
2023-09-08,3232,false,,5,0
2023-09-09,1212,false,,6,-1
2023-09-10,663,false,,7,-1
2023-09-11,3797,false,,1,0
2023-09-12,3635,false,,2,0
2023-09-13,3503,false,,3,0
2023-09-14,3492,false,,4,0
2023-09-15,3047,true,Rosh Hashana Eve,5,2
2023-09-16,1120,true,Rosh Hashana,6,2
2023-09-17,550,true,Second Day of Rosh Hashana,7,2
2023-09-18,3451,false,,1,0
2023-09-19,3257,false,,2,0
2023-09-20,3094,false,,3,0
2023-09-21,5203,false,,4,0
2023-09-22,3619,false,,5,0
2023-09-23,1150,false,,6,-1
2023-09-24,731,true,Yom Kippur Eve,7,2
2023-09-25,3478,true,Yom Kippur,1,2
2023-09-26,3941,false,,2,0
2023-09-27,3796,false,,3,0
2023-09-28,3578,false,,4,0
2023-09-29,2998,false,,5,0
2023-09-30,1396,false,,6,-1
2023-10-01,816,false,,7,-1
2023-10-02,3726,false,,1,0
2023-10-03,3898,false,,2,0
2023-10-04,3931,false,,3,0
2023-10-05,3749,false,,4,0
2023-10-06,3659,false,,5,0
2023-10-07,1472,false,,6,-1
2023-10-08,744,false,,7,-1
2023-10-09,3842,false,,1,0
2023-10-10,4265,false,,2,0
2023-10-11,4008,false,,3,0
2023-10-12,3370,false,,4,0
2023-10-13,1730,true,Tourist Bridge Holiday,5,1
2023-10-14,1272,false,,6,-1
2023-10-15,708,true,Mothers' Day,7,2
2023-10-16,1540,true,Day of Respect for Cultural Diversity,1,2
2023-10-17,3795,false,,2,0
2023-10-18,3714,false,,3,0
2023-10-19,4198,false,,4,0
2023-10-20,3372,false,,5,0
2023-10-21,1657,false,,6,-1
2023-10-22,917,false,,7,-1
2023-10-23,3558,false,,1,0
2023-10-24,3837,false,,2,0
2023-10-25,3503,false,,3,0
2023-10-26,2788,false,,4,0
2023-10-27,2637,false,,5,0
2023-10-28,1007,false,,6,-1
2023-10-29,439,false,,7,-1
