date,true,pred,pred_corrected
2021-06-03,4296.0,3717.2368,3776.5295
2021-06-04,3766.0,3218.6406,3481.418
2021-06-05,2129.0,1567.1,1706.8832
2021-06-06,886.0,577.1885,816.2429
2021-06-07,4125.0,3683.6562,3873.3892
2021-06-08,4164.0,3868.6697,4040.5515
2021-06-09,4515.0,4000.7124,4060.9243
2021-06-10,4088.0,3993.1504,4277.106
2021-06-11,3806.0,3281.3606,3379.8835
2021-06-12,1775.0,1639.1884,1839.1382
2021-06-13,832.0,614.35156,694.2303
2021-06-14,4312.0,4178.7334,4372.2837
2021-06-15,4948.0,4171.481,4337.8145
2021-06-16,4910.0,3870.5833,4176.107
2021-06-17,5032.0,3640.3503,3969.3562
2021-06-18,4443.0,3466.779,3986.234
2021-06-19,1616.0,1786.9513,2391.9595
2021-06-20,593.0,-2.9465332,128.22818
2021-06-21,1364.0,3420.059,3719.078
2021-06-22,3619.0,3643.7861,3082.1907
2021-06-23,3395.0,3730.042,3801.1406
2021-06-24,3532.0,4111.5923,3845.0806
2021-06-25,3487.0,3514.6553,3341.0623
2021-06-26,1612.0,1317.0203,1439.305
2021-06-27,639.0,-501.61523,-342.35074
2021-06-28,3452.0,3100.6667,3798.7578
2021-06-29,3530.0,3644.075,3961.3584
2021-06-30,3511.0,3468.0767,3562.316
2021-07-01,3905.0,3900.4482,4084.728
2021-07-02,3552.0,3521.499,3613.1204
2021-07-03,1470.0,1753.3693,1701.3413
2021-07-04,751.0,658.9192,572.2399
2021-07-05,3724.0,4182.306,4183.366
2021-07-06,4424.0,4522.0903,4449.8706
2021-07-07,4449.0,4162.1953,4186.607
2021-07-08,4586.0,4114.6465,4361.7227
2021-07-09,1699.0,3498.5874,3746.5242
2021-07-10,1698.0,1527.9697,1151.6322
2021-07-11,582.0,354.73535,480.29147
2021-07-12,4625.0,4500.349,4585.4727
2021-07-13,4644.0,4225.8945,4364.5513
2021-07-14,4260.0,4195.311,4295.235
2021-07-15,5058.0,4162.1475,4104.513
2021-07-16,5120.0,2451.7046,3049.683
2021-07-17,1682.0,1328.4915,2275.4587
2021-07-18,672.0,1060.7307,1192.3142
2021-07-19,4838.0,4125.207,4313.6426
2021-07-20,3533.0,4082.666,4347.0615
2021-07-21,3662.0,3953.6523,3772.7327
2021-07-22,4201.0,4272.0947,4340.985
2021-07-23,4001.0,4026.891,3692.6414
2021-07-24,1481.0,2104.5332,2106.3506
2021-07-25,628.0,573.251,572.11694
2021-07-26,4437.0,4191.7773,4245.376
2021-07-27,4436.0,4112.216,4359.9478
2021-07-28,4349.0,4008.5337,4383.6963
2021-07-29,4157.0,4185.9863,4296.372
2021-07-30,4073.0,3926.0261,4042.8457
2021-07-31,1524.0,2080.563,2435.396
2021-08-01,668.0,698.97876,497.50955
2021-08-02,4679.0,4528.789,4477.1777
2021-08-03,4678.0,4607.6245,4754.628
2021-08-04,4437.0,4941.055,5059.1177
2021-08-05,4533.0,4716.08,4570.277
2021-08-06,4341.0,4277.49,4358.096
2021-08-07,1652.0,2033.7502,2165.4155
2021-08-08,723.0,-41.970215,27.171387
2021-08-09,4827.0,4467.8184,4806.6333
2021-08-10,4774.0,4637.5864,4692.609
2021-08-11,4661.0,4664.298,4826.2754
2021-08-12,4363.0,4514.7266,4653.673
2021-08-13,4459.0,3664.8284,3618.8628
2021-08-14,1613.0,1793.2852,2142.128
2021-08-15,524.0,519.68115,504.36295
2021-08-16,1727.0,4169.7812,4167.349
2021-08-17,4479.0,4098.356,3439.5486
2021-08-18,4821.0,4070.6147,4271.4907
2021-08-19,4663.0,4147.388,4386.5435
2021-08-20,5330.0,3750.1543,3989.6946
2021-08-21,1774.0,1851.9686,2469.4917
2021-08-22,581.0,424.68604,467.44907
2021-08-23,4526.0,3347.4644,3817.8772
2021-08-24,4605.0,3856.8167,4296.142
2021-08-25,4605.0,4205.632,4422.6416
2021-08-26,4569.0,4131.787,4385.8345
2021-08-27,3978.0,4107.187,4102.064
2021-08-28,1599.0,2115.46,2069.1978
2021-08-29,557.0,148.96387,272.7079
2021-08-30,4328.0,3935.765,3992.3984
2021-08-31,4255.0,4183.918,4300.5005
2021-09-01,4818.0,4469.029,4676.9893
2021-09-02,4571.0,4747.359,4954.6743
2021-09-03,4362.0,4423.5596,4445.0103
2021-09-04,1772.0,2066.522,2329.1924
2021-09-05,609.0,-1.6025391,-52.945007
2021-09-06,4829.0,4546.4756,4768.0903
2021-09-07,5116.0,4552.5156,4761.544
2021-09-08,5195.0,4832.3574,4975.8296
2021-09-09,4839.0,4557.771,4747.406
2021-09-10,4705.0,4237.167,4562.7227
2021-09-11,1767.0,1783.3218,2157.0078
2021-09-12,608.0,724.35864,718.0405
2021-09-13,5069.0,4514.6436,4627.7915
2021-09-14,4827.0,4682.0703,4827.3213
2021-09-15,4976.0,4495.0537,4554.619
2021-09-16,4903.0,4721.4023,5039.47
2021-09-17,4820.0,4318.729,4409.6196
2021-09-18,1824.0,2465.4807,2691.9644
2021-09-19,680.0,-5.8186035,-37.03299
2021-09-20,4837.0,4281.23,4497.309
2021-09-21,4757.0,4155.255,4377.953
2021-09-22,4946.0,4294.4995,4616.876
2021-09-23,4706.0,4464.8804,4759.431
2021-09-24,4341.0,4384.7847,4493.836
2021-09-25,1691.0,2062.6118,2301.979
2021-09-26,552.0,128.04565,38.83452
2021-09-27,4160.0,4045.1152,4173.597
2021-09-28,4798.0,4177.4795,4280.062
2021-09-29,4669.0,4308.7666,4578.282
2021-09-30,4943.0,4119.006,4275.658
2021-10-01,4457.0,4374.814,4821.984
2021-10-02,1710.0,1700.7051,1898.0037
2021-10-03,643.0,26.40625,132.33469
2021-10-04,5054.0,4254.195,4524.366
2021-10-05,5105.0,5066.7954,5349.628
2021-10-06,4988.0,4642.8154,4718.1475
2021-10-07,4469.0,4561.325,4741.4644
2021-10-08,2363.0,4254.115,4311.4785
2021-10-09,1908.0,1922.8931,1468.7422
2021-10-10,681.0,14.069336,72.850845
2021-10-11,1769.0,4556.3022,4634.117
2021-10-12,5339.0,4782.353,4092.147
2021-10-13,5364.0,4608.1323,4856.5254
2021-10-14,5566.0,4293.4414,4488.0054
2021-10-15,5026.0,3445.9333,4218.1494
2021-10-16,1957.0,1520.4246,2209.5557
2021-10-17,729.0,931.354,974.6745
2021-10-18,5964.0,4032.555,4459.1074
2021-10-19,5003.0,4839.4707,5470.4355
2021-10-20,5489.0,4681.2686,4600.1943
2021-10-21,4871.0,4939.43,5356.267
2021-10-22,5012.0,4826.8784,4659.3276
2021-10-23,1824.0,2504.996,2483.4348
2021-10-24,644.0,231.37915,315.01
2021-10-25,4988.0,4405.716,4452.3257
2021-10-26,5537.0,4706.748,4906.9385
2021-10-27,4488.0,5068.058,5473.2593
2021-10-28,4836.0,4765.6357,4747.8857
2021-10-29,4334.0,4818.264,4930.508
2021-10-30,1322.0,2202.7778,2336.2656
2021-10-31,540.0,830.71533,505.81815
2021-11-01,6125.0,5028.652,4903.6396
2021-11-02,5481.0,5282.883,5657.786
2021-11-03,6986.0,5303.4375,5534.1055
2021-11-04,5866.0,5045.451,5539.4546
2021-11-05,5225.0,4932.607,5495.461
2021-11-06,2164.0,1769.305,2264.7402
2021-11-07,714.0,320.98267,595.66187
2021-11-08,6165.0,5739.5283,5810.925
2021-11-09,5354.0,5512.869,5720.22
2021-11-10,5012.0,5609.883,5454.564
2021-11-11,4750.0,5917.076,5737.302
2021-11-12,5579.0,4185.7686,3869.2788
2021-11-13,2495.0,2069.728,2529.0376
2021-11-14,689.0,666.51904,805.2634
2021-11-15,5058.0,4929.321,5106.1772
2021-11-16,6163.0,4803.929,4963.9155
2021-11-17,5917.0,5206.034,5801.6353
2021-11-18,5105.0,5142.7573,5704.235
2021-11-19,5191.0,4889.485,4894.8784
2021-11-20,1633.0,2368.9292,2426.956
2021-11-21,477.0,883.16724,743.67285
2021-11-22,1875.0,4322.9214,4257.595
2021-11-23,5193.0,4677.689,3783.0317
2021-11-24,5113.0,5092.7803,5385.983
2021-11-25,4806.0,5105.2197,5095.162
2021-11-26,4489.0,5023.6924,5042.2466
2021-11-27,2027.0,2169.8823,2247.2244
2021-11-28,673.0,-110.57715,37.420074
2021-11-29,4821.0,4085.566,4525.362
2021-11-30,5253.0,4557.219,4862.123
2021-12-01,5171.0,5189.8604,5463.2334
2021-12-02,4978.0,4526.6675,4629.6733
2021-12-03,4745.0,4369.3535,4561.1504
2021-12-04,2050.0,2403.1282,2464.674
2021-12-05,689.0,808.51294,851.8697
2021-12-06,6408.0,4839.6895,4832.6206
2021-12-07,6560.0,4984.713,5408.476
2021-12-08,2429.0,4976.157,5456.9976
2021-12-09,5719.0,5004.206,4542.371
2021-12-10,5243.0,4603.1465,4923.049
2021-12-11,2349.0,1987.5339,2161.3718
2021-12-12,840.0,444.69238,718.251
2021-12-13,5312.0,4949.7754,5057.776
2021-12-14,5141.0,4936.5566,4906.476
2021-12-15,5074.0,4412.627,4809.9536
2021-12-16,4975.0,5010.0415,5277.8013
2021-12-17,5090.0,5485.439,5543.6216
2021-12-18,2170.0,2676.4573,2854.7852
2021-12-19,576.0,1669.9071,1425.3875
2021-12-20,4623.0,4946.9443,4543.889
2021-12-21,4986.0,4788.596,4950.609
2021-12-22,4915.0,4725.699,4809.8784
2021-12-23,3932.0,4404.551,4496.4604
2021-12-24,1985.0,4128.358,4104.4517
2021-12-25,424.0,2472.3823,2031.843
2021-12-26,689.0,927.58105,442.1023
2021-12-27,4636.0,4161.2446,4134.2573
2021-12-28,4491.0,4718.4526,4707.7324
2021-12-29,4239.0,4369.234,4388.7144
2021-12-30,3946.0,4235.0283,4382.4097
2021-12-31,1888.0,3401.8914,3441.0447
2022-01-01,534.0,1134.7527,855.86975
2022-01-02,849.0,543.04614,528.1182
2022-01-03,5010.0,4512.973,4564.521
2022-01-04,4882.0,5128.1704,5171.963
2022-01-05,4863.0,4836.707,4826.214
2022-01-06,4644.0,4503.6475,4547.031
2022-01-07,4654.0,2756.6755,3040.6572
2022-01-08,1932.0,1357.1963,2061.8696
2022-01-09,626.0,1398.8916,1521.8436
2022-01-10,5040.0,4306.701,4166.4414
2022-01-11,4498.0,5416.514,5719.8833
2022-01-12,4443.0,4929.82,4584.7656
2022-01-13,4324.0,4767.257,4795.693
2022-01-14,3826.0,3635.453,3397.2317
2022-01-15,1771.0,2296.7788,2285.228
2022-01-16,616.0,299.22852,255.43149
2022-01-17,4734.0,4690.5566,4756.476
2022-01-18,5062.0,4877.9526,5080.9307
2022-01-19,5133.0,4510.773,4960.0327
2022-01-20,5093.0,4763.051,5041.2505
2022-01-21,4622.0,4369.783,4511.8643
2022-01-22,1984.0,1868.1954,2211.5903
2022-01-23,553.0,937.5349,958.3472
2022-01-24,4882.0,4421.788,4274.079
2022-01-25,4625.0,4461.0405,4734.8384
2022-01-26,5302.0,4800.7886,4940.6187
2022-01-27,4748.0,4850.1826,5004.6025
2022-01-28,4764.0,4281.9453,4369.797
2022-01-29,2018.0,1909.8695,2126.1123
2022-01-30,470.0,-99.14819,168.685
2022-01-31,5085.0,4241.091,4539.4316
2022-02-01,5099.0,5078.829,5362.7217
2022-02-02,4924.0,5260.4746,5267.5684
2022-02-03,5075.0,5087.28,5175.304
2022-02-04,5655.0,4685.6426,4652.3584
2022-02-05,2552.0,1913.4752,2252.19
2022-02-06,737.0,405.68823,730.2862
2022-02-07,5204.0,4658.5947,4791.755
2022-02-08,5409.0,5020.9434,5301.0977
2022-02-09,5503.0,5053.4834,5391.4214
2022-02-10,4915.0,5231.4814,5523.1016
2022-02-11,5563.0,4842.658,4793.871
2022-02-12,2536.0,1919.8387,2213.5916
2022-02-13,612.0,687.751,909.6206
2022-02-14,4883.0,4854.2603,4886.683
2022-02-15,5476.0,5111.5747,5235.138
2022-02-16,5280.0,4989.597,5157.5527
2022-02-17,5101.0,4373.4937,4617.4336
2022-02-18,5212.0,4883.566,5194.732
2022-02-19,2306.0,2059.9678,2202.5344
2022-02-20,741.0,172.11621,431.16257
2022-02-21,5344.0,4019.8179,4293.6455
2022-02-22,5525.0,4639.475,5110.6807
2022-02-23,5283.0,4797.8965,5244.145
2022-02-24,5211.0,4530.732,4783.545
2022-02-25,5005.0,4578.9365,4796.3403
2022-02-26,2139.0,2406.8013,2630.6848
2022-02-27,880.0,66.40552,161.513
2022-02-28,1973.0,4533.7783,4779.849
2022-03-01,1680.0,5078.9307,4301.5654
2022-03-02,6041.0,5329.053,4376.7153
2022-03-03,5564.0,5273.0845,5398.8604
2022-03-04,6050.0,5026.31,5050.2153
2022-03-05,3044.0,2297.9258,2868.3516
2022-03-06,998.0,660.58154,849.8138
2022-03-07,5887.0,4189.4604,4695.1816
2022-03-08,6320.0,4252.851,5397.7383
2022-03-09,5184.0,5060.312,5651.702
2022-03-10,5974.0,5067.6484,5198.651
2022-03-11,6346.0,5301.457,5693.8174
2022-03-12,3106.0,3184.534,3261.2964
2022-03-13,931.0,1163.3508,1229.8131
2022-03-14,5984.0,5643.7993,5680.562
2022-03-15,5611.0,5562.2314,5415.392
2022-03-16,5698.0,5271.59,5396.3823
2022-03-17,5670.0,5383.4277,5678.5923
2022-03-18,5113.0,5594.2285,5700.0854
2022-03-19,2446.0,2795.3496,2849.7996
2022-03-20,715.0,430.71973,551.68286
2022-03-21,5679.0,5216.8965,5229.1714
2022-03-22,5697.0,5067.829,5398.1094
2022-03-23,5164.0,5347.671,5634.281
2022-03-24,2517.0,5023.1094,4809.872
2022-03-25,5872.0,5100.4365,4474.754
2022-03-26,2932.0,2193.6982,2814.4324
2022-03-27,826.0,760.458,939.5967
2022-03-28,5548.0,4690.726,4825.1895
2022-03-29,5642.0,5146.991,5509.9297
2022-03-30,5371.0,4588.9727,4748.1304
2022-03-31,5462.0,4004.8164,4777.324
2022-04-01,5385.0,5002.837,5525.619
2022-04-02,2261.0,2752.9153,2757.2832
2022-04-03,913.0,553.7876,609.8094
2022-04-04,6355.0,5834.531,5893.912
2022-04-05,6604.0,5681.3003,5660.417
2022-04-06,6637.0,5454.9697,5933.8647
2022-04-07,5984.0,5094.693,5404.2656
2022-04-08,5803.0,5112.874,5409.466
2022-04-09,2449.0,2456.8762,2973.5227
2022-04-10,962.0,439.75146,623.58655
2022-04-11,5845.0,5358.5947,5551.993
2022-04-12,5484.0,5366.602,5611.211
2022-04-13,5060.0,5252.666,5297.7837
2022-04-14,4288.0,4890.1777,4872.761
2022-04-15,1585.0,4594.744,4511.673
2022-04-16,2109.0,2419.4631,1525.7307
2022-04-17,705.0,505.8899,401.1401
2022-04-18,5630.0,4732.1865,4841.0776
2022-04-19,5958.0,4580.1206,5054.994
2022-04-20,5701.0,4513.1274,5007.276
2022-04-21,5609.0,3925.7249,4519.1846
2022-04-22,5644.0,3390.7087,4440.732
2022-04-23,2417.0,1663.576,2568.6396
2022-04-24,760.0,1148.1062,1496.6744
2022-04-25,5623.0,4880.6826,4784.655
2022-04-26,5718.0,5474.9824,5538.928
2022-04-27,5252.0,5429.9956,5359.025
2022-04-28,5127.0,5155.3184,5194.6377
2022-04-29,5005.0,4804.941,4642.8047
2022-04-30,2163.0,2419.7793,2515.6846
2022-05-01,597.0,332.5022,478.53534
2022-05-02,5617.0,5364.7837,5567.992
2022-05-03,6003.0,5765.6406,5934.3335
2022-05-04,5787.0,5291.258,5625.5503
2022-05-05,6028.0,5114.5225,5341.495
2022-05-06,5455.0,5172.187,5497.624
2022-05-07,2315.0,2336.642,2652.3154
2022-05-08,623.0,728.1033,722.8596
2022-05-09,6083.0,4977.76,4901.29
2022-05-10,6129.0,5537.506,6057.174
2022-05-11,6129.0,5042.504,5415.186
2022-05-12,5967.0,5488.1963,5838.179
2022-05-13,5486.0,5116.119,5448.295
2022-05-14,2261.0,2853.893,3135.1611
2022-05-15,884.0,694.6494,711.9394
2022-05-16,5717.0,4831.5425,4912.759
2022-05-17,5643.0,5760.134,5959.781
2022-05-18,2136.0,5527.3706,5424.6333
2022-05-19,5716.0,5587.2646,4672.029
2022-05-20,5629.0,5125.638,5175.673
2022-05-21,2673.0,2386.6782,2535.6736
2022-05-22,922.0,505.95776,767.1125
2022-05-23,5797.0,4450.084,4621.6543
2022-05-24,5946.0,4794.1904,5243.0117
2022-05-25,1795.0,4339.1196,5249.465
2022-05-26,6077.0,4748.991,4139.9243
2022-05-27,5388.0,5139.3047,5582.621
2022-05-28,3106.0,2301.3784,2347.0762
2022-05-29,981.0,672.0591,987.9857
2022-05-30,9087.0,5398.943,5258.676
2022-05-31,8360.0,5547.548,6724.4736
2022-06-01,8232.0,4652.0396,5955.7812
2022-06-02,5931.0,5558.2305,6822.6094
2022-06-03,6212.0,6001.797,6281.753
2022-06-04,3065.0,3343.7896,3761.4072
2022-06-05,1143.0,1467.1694,1416.9113
2022-06-06,6155.0,6142.213,5630.938
2022-06-07,6110.0,5675.0415,5606.419
2022-06-08,6664.0,6141.1113,6015.636
2022-06-09,6384.0,5512.573,5783.6396
2022-06-10,5651.0,5668.5605,6013.202
2022-06-11,2489.0,3037.4067,3414.983
2022-06-12,901.0,2042.7528,2237.1404
2022-06-13,6033.0,4682.918,4697.5723
2022-06-14,6010.0,4861.533,5153.3774
2022-06-15,5671.0,5248.9043,5814.0396
2022-06-16,5048.0,4903.187,5133.2905
2022-06-17,2322.0,4996.873,5076.622
2022-06-18,2247.0,2642.4058,1840.6646
2022-06-19,734.0,-170.72437,108.59433
2022-06-20,2022.0,4603.2827,4768.16
2022-06-21,5958.0,4926.453,4009.7334
2022-06-22,5626.0,4486.944,5006.761
2022-06-23,5445.0,4782.082,5069.0503
2022-06-24,4828.0,4029.4756,4760.5244
2022-06-25,2343.0,1962.0372,2448.9978
2022-06-26,527.0,1404.0247,1301.2682
2022-06-27,5237.0,4435.2603,4453.918
2022-06-28,5246.0,5138.7695,5393.9756
2022-06-29,5236.0,5070.667,4787.577
2022-06-30,4787.0,4999.032,5226.743
2022-07-01,5292.0,4790.204,4719.1953
2022-07-02,2205.0,3264.8616,3280.486
2022-07-03,970.0,591.65186,628.1334
2022-07-04,5807.0,4856.6396,5045.55
2022-07-05,5861.0,5570.907,5736.854
2022-07-06,5925.0,5373.9385,5639.167
2022-07-07,6001.0,5170.4014,5651.4746
2022-07-08,5292.0,5041.658,5271.0396
2022-07-09,1967.0,2052.9385,2398.4543
2022-07-10,1191.0,320.63428,310.59637
2022-07-11,6141.0,5434.0547,5562.792
2022-07-12,6093.0,5575.9766,5940.423
2022-07-13,6408.0,5443.8354,5782.0933
2022-07-14,5465.0,5008.056,5126.366
2022-07-15,6216.0,5181.352,5632.5493
2022-07-16,3231.0,2301.454,2931.4426
2022-07-17,1343.0,826.9707,1037.2059
2022-07-18,6444.0,5236.95,5534.4316
2022-07-19,5886.0,5595.623,6092.754
2022-07-20,5482.0,5576.458,5615.5527
2022-07-21,5553.0,5726.297,5873.461
2022-07-22,5619.0,5048.9526,5083.2144
2022-07-23,2528.0,3192.6213,3304.7625
2022-07-24,1141.0,1464.2332,1393.0588
2022-07-25,6339.0,4882.964,4811.773
2022-07-26,6347.0,5075.193,5540.1724
2022-07-27,6355.0,4960.218,5565.33
2022-07-28,6220.0,4695.116,5438.003
2022-07-29,6252.0,5051.045,5568.3633
2022-07-30,3086.0,2435.0825,3107.0051
2022-07-31,1625.0,1053.0818,1519.2189
2022-08-01,6606.0,5661.113,5757.691
2022-08-02,6866.0,5669.2266,5952.272
2022-08-03,6803.0,6038.2656,6476.11
2022-08-04,7140.0,5734.6543,5880.179
2022-08-05,6498.0,5578.9624,6075.4805
2022-08-06,3396.0,3338.723,3822.2837
2022-08-07,1243.0,1447.0283,1633.3899
2022-08-08,7089.0,5808.2744,5848.1187
2022-08-09,7146.0,5017.205,5484.129
2022-08-10,6899.0,5566.2256,6293.4385
2022-08-11,6332.0,5409.9946,5898.659
2022-08-12,5817.0,5071.2725,5459.1934
2022-08-13,2338.0,3175.9297,3561.216
2022-08-14,703.0,831.16455,856.6413
2022-08-15,2073.0,5189.375,5197.2993
2022-08-16,5825.0,5658.3096,4560.732
2022-08-17,5510.0,5511.7666,5564.067
2022-08-18,5561.0,5577.726,5541.921
2022-08-19,4714.0,5749.3867,5824.5586
2022-08-20,2366.0,2761.948,2762.3071
2022-08-21,488.0,1051.5159,1079.158
2022-08-22,5221.0,4413.5576,4591.649
2022-08-23,5226.0,5380.9263,5736.7393
2022-08-24,4985.0,5144.56,5121.6167
2022-08-25,5038.0,4852.117,4885.5356
2022-08-26,4931.0,4647.295,4808.748
2022-08-27,2359.0,2866.2395,2909.9229
2022-08-28,771.0,681.9563,783.5759
2022-08-29,5375.0,4688.212,4624.1436
2022-08-30,5546.0,5211.538,5332.302
2022-08-31,4636.0,4948.7188,5108.002
2022-09-01,5931.0,5142.207,5303.6426
2022-09-02,3845.0,4586.834,4836.8564
2022-09-03,2240.0,2527.5251,2432.4277
2022-09-04,715.0,300.42822,243.153
2022-09-05,6289.0,4860.963,4924.119
2022-09-06,6070.0,5457.1133,5869.874
2022-09-07,6441.0,4964.859,5249.1646
2022-09-08,5967.0,5164.831,5572.544
2022-09-09,5606.0,4788.7266,5321.845
2022-09-10,2516.0,2311.1328,2932.0615
2022-09-11,847.0,1042.0896,1072.9604
2022-09-12,5907.0,5450.649,5378.603
2022-09-13,5972.0,5850.004,6089.309
2022-09-14,5961.0,5726.6567,5695.7607
2022-09-15,5903.0,5628.7803,5766.372
2022-09-16,5686.0,5219.7085,5383.161
2022-09-17,2585.0,2537.6238,2800.855
2022-09-18,853.0,891.33716,1099.9072
2022-09-19,6213.0,4948.283,5095.7236
2022-09-20,6157.0,4948.1543,5401.9297
2022-09-21,6135.0,5028.131,5564.213
2022-09-22,5988.0,4997.307,5494.2197
2022-09-23,5599.0,4912.04,5293.717
2022-09-24,2489.0,2667.39,3027.466
2022-09-25,1062.0,812.47144,950.4497
2022-09-26,5922.0,5205.5312,5230.0376
2022-09-27,6759.0,5350.532,5525.051
2022-09-28,5905.0,5461.0767,6033.539
2022-09-29,6110.0,5259.051,5428.534
2022-09-30,6002.0,5332.498,5722.9004
2022-10-01,2293.0,2440.792,2878.9763
2022-10-02,817.0,1483.4153,1624.461
2022-10-03,5593.0,5324.321,5160.7876
2022-10-04,6324.0,6048.8784,6085.6274
2022-10-05,7313.0,5684.1406,5793.777
2022-10-06,6484.0,6127.676,6676.1826
2022-10-07,2590.0,5095.772,5271.0894
2022-10-08,2513.0,2340.662,1803.3759
2022-10-09,536.0,720.73535,1020.0171
2022-10-10,1931.0,5121.175,4985.012
2022-10-11,5921.0,5428.729,4624.002
2022-10-12,5707.0,5526.024,5596.9497
2022-10-13,5323.0,4815.936,4712.423
2022-10-14,4651.0,4410.2188,5014.301
2022-10-15,2035.0,2436.1362,2645.2925
2022-10-16,475.0,1163.8159,1057.8071
2022-10-17,5107.0,4766.753,5053.001
2022-10-18,5336.0,5573.6875,5577.019
2022-10-19,5113.0,5342.098,5142.6
2022-10-20,5082.0,5250.4097,5403.086
2022-10-21,4549.0,5209.5205,5067.283
2022-10-22,2107.0,2847.7576,2518.6387
2022-10-23,509.0,129.7666,190.21877
2022-10-24,5477.0,5007.5684,5129.973
2022-10-25,5250.0,5444.695,5508.153
2022-10-26,5341.0,4984.885,5047.8457
2022-10-27,4933.0,5135.862,5391.3955
2022-10-28,4975.0,4600.203,4665.1807
2022-10-29,2110.0,2216.4448,2610.2712
2022-10-30,594.0,648.0979,470.75894
2022-10-31,6534.0,5103.191,5001.9487
2022-11-01,5979.0,5487.6514,6120.195
2022-11-02,6593.0,5291.834,5416.611
2022-11-03,5774.0,5327.454,5753.2695
2022-11-04,5297.0,5303.1772,5718.129
2022-11-05,2400.0,2081.8413,2305.7168
2022-11-06,859.0,399.74316,549.1858
2022-11-07,5740.0,5488.706,5642.634
2022-11-08,5929.0,5862.005,5942.368
2022-11-09,6287.0,5814.667,5850.5107
2022-11-10,5920.0,5779.345,5961.4272
2022-11-11,5470.0,5416.554,5610.184
2022-11-12,2821.0,2613.58,2779.8435
2022-11-13,860.0,1279.1221,1415.5869
2022-11-14,6282.0,4557.6133,4513.2583
2022-11-15,6577.0,4801.635,5463.6836
2022-11-16,5667.0,4887.213,5536.6816
2022-11-17,5582.0,5309.636,5749.048
2022-11-18,5003.0,4846.975,5120.1016
2022-11-19,2359.0,2703.9932,2816.6633
2022-11-20,707.0,811.18896,919.5293
2022-11-21,2699.0,4677.003,4606.1035
2022-11-22,5575.0,5249.575,4492.6113
2022-11-23,5462.0,5073.359,5200.224
2022-11-24,5649.0,4923.1064,5084.9697
2022-11-25,6277.0,5037.9385,5385.7783
2022-11-26,2736.0,2060.475,2701.189
2022-11-27,1417.0,1068.5256,1416.9896
2022-11-28,5998.0,4247.9263,4662.684
2022-11-29,6202.0,5023.7305,5721.0127
2022-11-30,5844.0,4713.3833,5142.516
2022-12-01,5606.0,5173.674,5583.0513
2022-12-02,5927.0,4946.8213,5043.0703
2022-12-03,2665.0,2428.0955,2705.2046
2022-12-04,889.0,780.9541,1049.6678
2022-12-05,6130.0,5290.5845,5277.2695
2022-12-06,6180.0,5685.9136,5928.4336
2022-12-07,5299.0,5191.167,5405.6274
2022-12-08,2586.0,5058.53,5359.2153
2022-12-09,1742.0,4873.2373,4195.0664
2022-12-10,2787.0,2500.4106,1639.2285
2022-12-11,1034.0,927.25806,978.50146
2022-12-12,6419.0,4933.259,4848.0605
2022-12-13,5445.0,5207.8193,5749.3213
2022-12-14,5899.0,5078.785,5213.242
2022-12-15,6162.0,4388.134,4973.0464
2022-12-16,6226.0,3867.0007,4983.309
2022-12-17,3142.0,2340.1726,3270.5024
2022-12-18,594.0,1918.8519,2302.0178
2022-12-19,5683.0,5775.4736,5401.533
2022-12-30,4270.0,4817.0947,4648.0117
2022-12-31,1573.0,2271.5881,2028.0248
2023-01-01,552.0,624.0864,467.32385
2023-01-02,4487.0,5798.295,5511.8584
2023-01-03,4631.0,5532.372,5028.374
2023-01-04,4882.0,4849.339,4872.53
2023-01-05,4943.0,4810.1523,4964.8726
2023-01-06,4576.0,4440.449,4617.601
2023-01-07,2316.0,2423.4302,2722.4722
2023-01-08,937.0,824.0078,811.17175
2023-01-09,4795.0,4829.592,5048.564
2023-01-10,5108.0,5175.352,5322.4985
2023-01-11,4525.0,4932.788,4785.903
2023-01-12,4193.0,4859.058,4702.7656
2023-01-13,4437.0,4178.9707,4171.8257
2023-01-14,2469.0,2235.2805,2395.3723
2023-01-15,747.0,328.00098,416.8293
2023-01-16,4559.0,4582.8384,4881.9287
2023-01-17,3844.0,4769.5615,4829.9253
2023-01-18,9590.0,4478.5767,4408.1157
2023-01-19,4133.0,4462.0664,6172.847
2023-01-20,3635.0,4312.6587,4138.9316
2023-01-21,1958.0,2339.5386,2349.946
2023-01-22,551.0,580.2163,423.84393
2023-01-23,4249.0,4752.8286,4720.1484
2023-01-24,4734.0,4559.143,4655.5913
2023-01-25,4736.0,4788.4287,4402.659
2023-01-26,4558.0,4723.696,4662.8438
2023-01-27,3982.0,4297.2544,4557.77
2023-01-28,1915.0,1813.2418,1877.6152
2023-01-29,514.0,718.25806,905.6699
2023-01-30,4689.0,4851.2485,5180.896
2023-01-31,4916.0,4415.288,4247.5835
2023-02-01,5616.0,5228.1367,5449.458
2023-02-02,5470.0,5402.9775,5696.383
2023-02-03,5126.0,4188.1514,4382.6406
2023-02-04,2473.0,2341.9128,2520.4463
2023-02-05,778.0,699.0078,930.29645
2023-02-06,5058.0,4893.3613,5076.619
2023-02-07,5698.0,5285.875,5414.3267
2023-02-08,5380.0,5169.7534,5284.9443
2023-02-09,5029.0,5185.45,5335.146
2023-02-10,4687.0,4667.3066,4699.5117
2023-02-11,2191.0,2605.9548,2828.849
2023-02-12,869.0,261.83325,111.41565
